0021_0000000001,,0021_0000000001,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_1,37,2019-09-09 15:52:55,Demo_network_segment_1,Demo_network_segment_1,,,,,,16,demo,179
0021_0000000002,,0021_0000000002,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_2,37,2019-09-09 15:52:55,Demo_network_segment_2,Demo_network_segment_2,,,,,,16,demo,179
0021_0000000003,,0021_0000000003,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_3,37,2019-09-09 15:52:55,Demo_network_segment_3,Demo_network_segment_3,,,,,,16,demo,179
0021_0000000004,,0021_0000000004,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_4,37,2019-09-09 15:52:55,Demo_network_segment_4,Demo_network_segment_4,,,,,,16,demo,179
0021_0000000005,,0021_0000000005,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_5,37,2019-09-09 15:52:55,Demo_network_segment_5,Demo_network_segment_5,,,,,,16,demo,179
0021_0000000006,,0021_0000000006,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_6,37,2019-09-09 15:52:55,Demo_network_segment_6,Demo_network_segment_6,,,,,,16,demo,179
0021_0000000007,,0021_0000000007,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_7,37,2019-09-09 15:52:55,Demo_network_segment_7,Demo_network_segment_7,,,,,,16,demo,179
0021_0000000008,,0021_0000000008,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_8,37,2019-09-09 15:52:55,Demo_network_segment_8,Demo_network_segment_8,,,,,,16,demo,179
0021_0000000009,,0021_0000000009,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_9,37,2019-09-09 15:52:55,Demo_network_segment_9,Demo_network_segment_9,,,,,,16,demo,179
0021_0000000010,,0021_0000000010,admin,2019-09-09 07:52:55,umadmin,2019-07-24 11:25:55,Demo_network_segment_10,37,2019-09-09 15:52:55,Demo_network_segment_10,Demo_network_segment_10,,,,,,16,demo,179
